stopid,stopname,stopsite,latitude,longitude,syscode,system,muni
103510,Boucherie 2070 block (WB),WB_2070_block_Boucherie,49.82765,-119.600189,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103511,Louie at Butt (SB),SB_Louie_NS_Butt,49.838497,-119.614944,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103512,Cooper at Harvey (SB),SB_Cooper_FS_Harvey,49.879529,-119.443386,KEL,Kelowna Regional Transit System,Kelowna
103513,Shannon Lake at Old Okanagan Hwy (SB),SB_Shannon Lake_NS_Old Okanagan Hwy,49.846551,-119.622195,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103515,Loseth at Autumn (SB),SB_Loseth_NS_Autumn,49.866084,-119.354156,KEL,Kelowna Regional Transit System,Kelowna
103516,Shannon Lake at Old Okanagan Hwy (NB),NB_Shannon Lake_FS_Old Okanagan Hwy,49.846196,-119.622353,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103518,Boucherie 2030 block (WB),WB_2030_block_Boucherie,49.826784,-119.602127,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103519,Boucherie 2030 block (EB),EB_2030_block_Boucherie,49.826708,-119.602053,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103520,Quilchena at Providence (NB),NB_Quilchena_FS_Providence,49.796635,-119.511636,KEL,Kelowna Regional Transit System,Kelowna
103521,Loseth at Feedham (SB),SB_Loseth_FS_Feedham,49.869214,-119.355402,KEL,Kelowna Regional Transit System,Kelowna
103522,Chute Lake 5150 block (EB),EB_5150_block_Chute Lake,49.795609,-119.502188,KEL,Kelowna Regional Transit System,Kelowna
103523,Quilchena at Thalia (WB),WB_Quilchena_FS_Thalia,49.796203,-119.514833,KEL,Kelowna Regional Transit System,Kelowna
103524,Sunrise at Loseth (EB),EB_Sunrise_FS_Loseth,49.862181,-119.357725,KEL,Kelowna Regional Transit System,Kelowna
103525,Butt at Carrington (WB),WB_Butt_FS_Carrington,49.835567,-119.614338,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103526,Large at St Clare (WB),WB_Large_FS_St Clare,49.871884,-119.353769,KEL,Kelowna Regional Transit System,Kelowna
103527,Butt at Carrington (EB),EB_Butt_NS_Carrington,49.835346,-119.614393,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103528,Old Okanagan at Shannon Lake (EB),EB_Old Okanagan_FS_Shannon Lake,49.844868,-119.623809,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103529,Boucherie 2040 block (EB),EB_2040_block_Boucherie,49.826262,-119.604764,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103531,Loseth at Lynrick (SB),SB_Loseth_FS_Lynrick,49.867498,-119.354713,KEL,Kelowna Regional Transit System,Kelowna
103532,Boucherie 2040 block (WB),WB_2040_block_Boucherie,49.826169,-119.605241,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103220,Alhambra at Brentwood (SB),SB_Alhambra_NS_Brentwood,49.86203,-119.566967,KEL,Kelowna Regional Transit System,West Kelowna
103221,Hwy 33 W at Taylor (WB),WB_Hwy 33 W_NS_Taylor,49.889123,-119.413402,KEL,Kelowna Regional Transit System,Kelowna
103222,Hwy 33 W at Taylor (EB),EB_Hwy 33 W_FS_Taylor,49.889034,-119.41316,KEL,Kelowna Regional Transit System,Kelowna
103224,Valley at Drysdale (EB),EB_Valley_FS_Drysdale,49.923169,-119.433081,KEL,Kelowna Regional Transit System,Kelowna
103225,Stevens 1370 block (WB),WB_1370_block_Stevens,49.866377,-119.571354,KEL,Kelowna Regional Transit System,West Kelowna
103226,Snowsell at Porthill (NB),NB_Snowsell_FS_Porthill,49.927193,-119.439019,KEL,Kelowna Regional Transit System,Kelowna
103227,Springfield at Graham (WB),WB_Springfield_NS_Graham,49.879763,-119.413361,KEL,Kelowna Regional Transit System,Kelowna
103230,Stevens 1380 block (EB),EB_1380_block_Stevens,49.866272,-119.57189,KEL,Kelowna Regional Transit System,West Kelowna
103231,KLO at McCulloch (SB),SB_KLO_FS_McCulloch,49.859706,-119.424175,KEL,Kelowna Regional Transit System,Kelowna
103232,KLO at McCulloch (NB),NB_KLO_NS_McCulloch,49.859548,-119.424186,KEL,Kelowna Regional Transit System,Kelowna
103233,Brentwood at Denny (EB),EB_Brentwood_NS_Denny,49.861177,-119.569304,KEL,Kelowna Regional Transit System,West Kelowna
103234,Brentwood at Denny (WB),WB_Brentwood_FS_Denny,49.861266,-119.569261,KEL,Kelowna Regional Transit System,West Kelowna
103235,Springfield at Gerstmar (EB),EB_Springfield_NS_Gerstmar,49.87884,-119.411851,KEL,Kelowna Regional Transit System,Kelowna
103236,Union at Wyndham (EB),EB_Union_NS_Wyndham,49.927853,-119.437028,KEL,Kelowna Regional Transit System,Kelowna
103239,Boucherie at Montigny (NB),NB_Boucherie_NS_Montigny,49.848947,-119.557071,KEL,Kelowna Regional Transit System,West Kelowna
103240,Hwy 33 W at Kneller (WB),WB_Hwy 33 W_NS_Kneller,49.889127,-119.410011,KEL,Kelowna Regional Transit System,Kelowna
103243,Union at Valley Rd N (WB),WB_Union_FS_Valley Rd N,49.925398,-119.432029,KEL,Kelowna Regional Transit System,Kelowna
103244,Boucherie at Montigny (SB),SB_Boucherie_FS_Montigny,49.84871,-119.557565,KEL,Kelowna Regional Transit System,West Kelowna
103245,Hwy 33 W at Gerstmar (EB),EB_Hwy 33 W_FS_Gerstmar,49.889036,-119.408859,KEL,Kelowna Regional Transit System,Kelowna
103246,Gerstmar at Thompson (SB),SB_Gerstmar_FS_Thompson,49.879038,-119.409547,KEL,Kelowna Regional Transit System,Kelowna
103248,Lakeshore at Old Meadows (NB),NB_Lakeshore_NS_Old Meadows,49.831979,-119.487793,KEL,Kelowna Regional Transit System,Kelowna
103249,Brentwood at Applewood (WB),WB_Brentwood_NS_Applewood,49.861459,-119.572551,KEL,Kelowna Regional Transit System,West Kelowna
103250,Gerstmar at Thompson (NB),NB_Gerstmar_NS_Thompson,49.879033,-119.409408,KEL,Kelowna Regional Transit System,Kelowna
103251,Ross at Stevens (NB),NB_Ross_NS_Stevens,49.86582,-119.57582,KEL,Kelowna Regional Transit System,West Kelowna
103252,Graham at Gerstmar (EB),EB_Graham_FS_Gerstmar,49.881763,-119.408743,KEL,Kelowna Regional Transit System,Kelowna
103253,Graham at Irma (WB),WB_Graham_FS_Irma,49.881854,-119.408565,KEL,Kelowna Regional Transit System,Kelowna
103254,Brentwood at Applewood (EB),EB_Brentwood_FS_Applewood,49.861369,-119.572591,KEL,Kelowna Regional Transit System,West Kelowna
103645,Glenrosa at Rosedale (EB),EB_Glenrosa_FS_Rosedale,49.838216,-119.66739,KEL,Kelowna Regional Transit System,West Kelowna
103646,Oriole at Canary (SB),SB_Oriole_FS_Canary,49.84748,-119.673133,KEL,Kelowna Regional Transit System,West Kelowna
103647,Gates at McPherson (SB),SB_Gates_FS_McPherson,49.842,-119.670234,KEL,Kelowna Regional Transit System,West Kelowna
103648,Salmon at Oriole (EB),EB_Salmon_FS_Oriole,49.845665,-119.672872,KEL,Kelowna Regional Transit System,West Kelowna
103649,Gates at Glenrosa (SB),SB_Gates_NS_Glenrosa,49.840896,-119.670242,KEL,Kelowna Regional Transit System,West Kelowna
103650,Hwy 97 at Parkinson (NB),NB_Hwy 97_FS_Parkinson,50.000746,-119.40285,KEL,Kelowna Regional Transit System,Duck Lake 7
103652,Hwy 97 at Commonwealth (SB),SB_Hwy 97_FS_Commonwealth,50.00711,-119.40312,KEL,Kelowna Regional Transit System,Lake Country
103653,Hwy 97 at Commonwealth (NB),NB_Hwy 97_FS_Commonwealth,50.00833,-119.4028,KEL,Kelowna Regional Transit System,Duck Lake 7
103654,Hwy 97 at Beaver Lake (NB),NB_Hwy 97_FS_Beaver Lake,50.020809,-119.406179,KEL,Kelowna Regional Transit System,Lake Country
103655,Hwy 97 at Okanagan Centre (SB),SB_Hwy 97_FS_Okanagan Centre,50.021771,-119.40668,KEL,Kelowna Regional Transit System,Lake Country
103656,Aerospace Dr  & Airport Way (SB),SB_Aerospace Dr  & Airport Way,49.952061,-119.383298,KEL,Kelowna Regional Transit System,Kelowna
103657,Hwy 97 at Pollard (SB),SB_Hwy 97_NS_Pollard,50.026262,-119.405281,KEL,Kelowna Regional Transit System,Lake Country
103658,Main at Hill (NB),NB_Main_FS_Hill,50.023517,-119.404165,KEL,Kelowna Regional Transit System,Lake Country
103659,Okanagan Centre at Berry (SB),SB_Okanagan Centre_NS_Berry,50.030781,-119.410295,KEL,Kelowna Regional Transit System,Lake Country
103660,Berry at Bottom Wood Lake (WB),WB_Berry_FS_Bottom Wood Lake,50.029467,-119.402761,KEL,Kelowna Regional Transit System,Lake Country
103661,Bottom Wood Lake 10220 block (NB),NB_10220_block_Bottom Wood Lake,50.031049,-119.401994,KEL,Kelowna Regional Transit System,Lake Country
103662,Okanagan Centre at Camp (SB),SB_Okanagan Centre_FS_Camp,50.035872,-119.411485,KEL,Kelowna Regional Transit System,Lake Country
103663,Lodge at Bottom Wood Lake (EB),EB_Lodge_FS_Bottom Wood Lake,50.034699,-119.40096,KEL,Kelowna Regional Transit System,Lake Country
103664,Lodge at Meadow (EB),EB_Lodge_FS_Meadow,50.034695,-119.395355,KEL,Kelowna Regional Transit System,Lake Country
103665,Huston at Huston (WB),WB_Huston_FS_Huston,49.795644,-119.69837,KEL,Kelowna Regional Transit System,Peachland
103666,Lodge 3580 block (EB),EB_3580_block_Lodge,50.034663,-119.393346,KEL,Kelowna Regional Transit System,Lake Country
103667,Buchanan at Burden (NB),NB_Buchanan_NS_Burden,49.794582,-119.699352,KEL,Kelowna Regional Transit System,Peachland
103668,Okanagan Centre at Seaton (SB),SB_Okanagan Centre_NS_Seaton,50.041286,-119.414474,KEL,Kelowna Regional Transit System,Lake Country
103669,Huston at Shaw (WB),WB_Huston_FS_Shaw,49.794771,-119.701395,KEL,Kelowna Regional Transit System,Peachland
103670,Okanagan Centre at Williams (SB),SB_Okanagan Centre_FS_Williams,50.044076,-119.416687,KEL,Kelowna Regional Transit System,Lake Country
103671,Buchanan at Tailyour (NB),NB_Buchanan_NS_Tailyour,49.792449,-119.702606,KEL,Kelowna Regional Transit System,Peachland
103672,Huston at Lang (SB),SB_Huston_FS_Lang,49.792471,-119.705444,KEL,Kelowna Regional Transit System,Peachland
103673,Lodge at Quail (NB),NB_Lodge_FS_Quail,50.040695,-119.391992,KEL,Kelowna Regional Transit System,Lake Country
103674,Okanagan Centre 11330 block (SB),SB_11330_block_Okanagan Centre,50.047475,-119.418215,KEL,Kelowna Regional Transit System,Lake Country
103675,Buchanan at Hwy 97 S (NB),NB_Buchanan_FS_Hwy 97 S,49.789122,-119.70749,KEL,Kelowna Regional Transit System,Peachland
103676,Lodge at Sherman (NB),NB_Lodge_FS_Sherman,50.042993,-119.391424,KEL,Kelowna Regional Transit System,Lake Country
103677,Okanagan Centre at Davidson (SB),SB_Okanagan Centre_FS_Davidson,50.050039,-119.41907,KEL,Kelowna Regional Transit System,Lake Country
103678,Lodge 11200 block (NB),NB_11200_block_Lodge,50.045136,-119.390881,KEL,Kelowna Regional Transit System,Lake Country
103679,Woodsdale at Turtle Bay (WB),WB_Woodsdale_FS_Turtle Bay,50.049336,-119.407718,KEL,Kelowna Regional Transit System,Lake Country
103680,Aerospace Dr & Airport Way (NB),NB_Aerospace Dr & Airport Way,49.952116,-119.383139,KEL,Kelowna Regional Transit System,Kelowna
103681,Woodsdale at Bottom Wood Lake (WB),WB_Woodsdale_NS_Bottom Wood Lake,50.049339,-119.402667,KEL,Kelowna Regional Transit System,Lake Country
103682,Trepanier Bench at Desert Pines (SB),SB_Trepanier Bench_NS_Desert Pines,49.78635,-119.71073,KEL,Kelowna Regional Transit System,Peachland
103683,Woodsdale at Reiswig (WB),WB_Woodsdale_FS_Reiswig,50.049332,-119.39768,KEL,Kelowna Regional Transit System,Lake Country
103684,Woodsdale at Lodge (WB),WB_Woodsdale_FS_Lodge,50.049377,-119.390923,KEL,Kelowna Regional Transit System,Lake Country
103685,Oceola at Pretty (NB),NB_Oceola_FS_Pretty,50.054691,-119.411276,KEL,Kelowna Regional Transit System,Lake Country
103686,Peachland Village Mall,Peachland Village Mall,49.784704,-119.717975,KEL,Kelowna Regional Transit System,Peachland
103688,Okanagan Centre Rd E 12180 block (SB),SB_12180_block_Okanagan Centre Rd E,50.06003,-119.418586,KEL,Kelowna Regional Transit System,Lake Country
103689,13th St at San Clemente (SB),SB_13th St_FS_San Clemente,49.782643,-119.723285,KEL,Kelowna Regional Transit System,Peachland
103690,13th St at Lake (NB),NB_13th St_FS_Lake,49.782698,-119.723148,KEL,Kelowna Regional Transit System,Peachland
103691,Beach at 11th St (WB),WB_Beach_FS_11th St,49.781878,-119.729103,KEL,Kelowna Regional Transit System,Peachland
103692,Beach at 11th St (NB),NB_Beach_NS_11th St,49.781212,-119.731128,KEL,Kelowna Regional Transit System,Peachland
103693,Beach at 8th St (SB),SB_Beach_NS_8th St,49.780503,-119.732008,KEL,Kelowna Regional Transit System,Peachland
103694,Beach at 6th St (SB),SB_Beach_NS_6th St,49.77759,-119.733788,KEL,Kelowna Regional Transit System,Peachland
103695,Beach at 6th St (NB),NB_Beach_NS_6th St,49.77638,-119.734269,KEL,Kelowna Regional Transit System,Peachland
103696,Beach at 5th St (NB),NB_Beach_NS_5th St,49.775377,-119.734715,KEL,Kelowna Regional Transit System,Peachland
103697,Beach at 5th St (SB),SB_Beach_FS_5th St,49.775271,-119.734911,KEL,Kelowna Regional Transit System,Peachland
103700,Beach 5880 block (NB),NB_5880_block_Beach,49.770983,-119.738937,KEL,Kelowna Regional Transit System,Peachland
103701,Beach 5890 block (SB),SB_5890_block_Beach,49.77045,-119.739636,KEL,Kelowna Regional Transit System,Peachland
103702,Princeton at Lakeview (WB),WB_Princeton_FS_Lakeview,49.769934,-119.742624,KEL,Kelowna Regional Transit System,Peachland
103703,Princeton at Princess (EB),EB_Princeton_NS_Princess,49.768845,-119.744666,KEL,Kelowna Regional Transit System,Peachland
103704,Princeton at Columbia (WB),WB_Princeton_FS_Columbia,49.768513,-119.745773,KEL,Kelowna Regional Transit System,Peachland
103705,Princeton at Somerset (WB),WB_Princeton_FS_Somerset,49.766682,-119.748253,KEL,Kelowna Regional Transit System,Peachland
103706,Princeton at Somerset (EB),EB_Princeton_NS_Somerset,49.766266,-119.748714,KEL,Kelowna Regional Transit System,Peachland
103707,Princeton at Lipsett (NB),NB_Princeton_FS_Lipsett,49.764733,-119.751488,KEL,Kelowna Regional Transit System,Peachland
103708,Princeton at Lipsett (SB),SB_Princeton_NS_Lipsett,49.764658,-119.751705,KEL,Kelowna Regional Transit System,Peachland
103709,Princeton at Ellison (EB),EB_Princeton_FS_Ellison,49.762607,-119.754721,KEL,Kelowna Regional Transit System,Peachland
103255,Ross at Stevens (SB),SB_Ross_FS_Stevens,49.865787,-119.575977,KEL,Kelowna Regional Transit System,West Kelowna
103256,Hwy 97 N at McCurdy Rd (SB),SB_Hwy 97_N_FS_McCurdy Rd,49.900541,-119.409722,KEL,Kelowna Regional Transit System,Kelowna
103257,Gordon at Welke (SB),SB_Gordon_NS_Welke,49.831492,-119.483343,KEL,Kelowna Regional Transit System,Kelowna
103258,Ross at Western (NB),NB_Ross_NS_Western,49.863678,-119.575827,KEL,Kelowna Regional Transit System,West Kelowna
103259,Ross at Western (SB),SB_Ross_FS_Western,49.863602,-119.575975,KEL,Kelowna Regional Transit System,West Kelowna
103260,Hwy 33 W at Bryden (WB),WB_Hwy 33 W_FS_Bryden,49.889121,-119.40635,KEL,Kelowna Regional Transit System,Kelowna
103261,Brentwood at Vista (EB),EB_Brentwood_NS_Vista,49.861401,-119.575232,KEL,Kelowna Regional Transit System,West Kelowna
103262,Ross at Brentwood (NB),NB_Ross_FS_Brentwood,49.861894,-119.575866,KEL,Kelowna Regional Transit System,West Kelowna
103263,Hwy 97 N at McCurdy (NB),NB_Hwy 97 N_FS_McCurdy,49.902097,-119.407909,KEL,Kelowna Regional Transit System,Kelowna
103264,Hwy 33 W at Bryden (EB),EB_Hwy 33 W_FS_Bryden,49.889029,-119.405395,KEL,Kelowna Regional Transit System,Kelowna
103265,Ross at Brentwood (SB),SB_Ross_FS_Brentwood,49.860814,-119.577405,KEL,Kelowna Regional Transit System,West Kelowna
103266,Boucherie at Gregory (EB),EB_Boucherie_FS_Gregory,49.84676,-119.560186,KEL,Kelowna Regional Transit System,West Kelowna
103268,Boucherie at Gregory (WB),WB_Boucherie_FS_Gregory,49.846472,-119.560994,KEL,Kelowna Regional Transit System,West Kelowna
103271,Graham at Matt (WB),WB_Graham_FS_Matt,49.881861,-119.403429,KEL,Kelowna Regional Transit System,Kelowna
103272,Lakeshore at Simeon (NB),NB_Lakeshore_NS_Simeon,49.828278,-119.488689,KEL,Kelowna Regional Transit System,Kelowna
103274,Hwy 33 W at Franklyn (WB),WB_Hwy 33 W_FS_Franklyn,49.889114,-119.403007,KEL,Kelowna Regional Transit System,Kelowna
103277,Graham at Matt (EB),EB_Graham_FS_Matt,49.881769,-119.402823,KEL,Kelowna Regional Transit System,Kelowna
103278,Hwy 33 W at Barber (EB),EB_Hwy 33 W_NS_Barber,49.889018,-119.401798,KEL,Kelowna Regional Transit System,Kelowna
103279,Ross at Applegreen (WB),WB_Ross_NS_Applegreen,49.86083,-119.580084,KEL,Kelowna Regional Transit System,West Kelowna
103282,Ross at Applegreen (EB),EB_Ross_FS_Applegreen,49.860722,-119.580118,KEL,Kelowna Regional Transit System,West Kelowna
103283,McCurdy at Mayfair (WB),WB_McCurdy_FS_Mayfair,49.901286,-119.403085,KEL,Kelowna Regional Transit System,Kelowna
103285,McCulloch at Hart (EB),EB_McCulloch_FS_Hart,49.853465,-119.416685,KEL,Kelowna Regional Transit System,Kelowna
103286,McCulloch at Hart (WB),WB_McCulloch_NS_Hart,49.853455,-119.415932,KEL,Kelowna Regional Transit System,Kelowna
103287,Leathead at Franklyn (WB),WB_Leathead_NS_Franklyn,49.895427,-119.400331,KEL,Kelowna Regional Transit System,Kelowna
103288,Franklyn at Pearson (NB),NB_Franklyn_NS_Pearson,49.898087,-119.400916,KEL,Kelowna Regional Transit System,Kelowna
103289,Hollydell at Stirling (SB),SB_Hollydell_FS_Stirling,49.882764,-119.39981,KEL,Kelowna Regional Transit System,Kelowna
103290,Lakeshore at Willms (NB),NB_Lakeshore_FS_Willms,49.825968,-119.488704,KEL,Kelowna Regional Transit System,Kelowna
103291,Hollydell at Stirling (NB),NB_Hollydell_NS_Stirling,49.882817,-119.399694,KEL,Kelowna Regional Transit System,Kelowna
103292,Franklyn at McCurdy (NB),NB_Franklyn_NS_McCurdy,49.900871,-119.400909,KEL,Kelowna Regional Transit System,Kelowna
103293,Dehart at Bartholomew (WB),WB_Dehart_NS_Bartholomew,49.826566,-119.476269,KEL,Kelowna Regional Transit System,Kelowna
103294,Crawford at Dehart (NB),NB_Crawford_NS_Dehart,49.828681,-119.464149,KEL,Kelowna Regional Transit System,Kelowna
103295,Crawford at Dehart (SB),SB_Crawford_FS_Dehart,49.828734,-119.464312,KEL,Kelowna Regional Transit System,Kelowna
103296,Hwy 33 W at Hollywood Rd N (EB),EB_Hwy 33 W_FS_Hollywood Rd N,49.888959,-119.398758,KEL,Kelowna Regional Transit System,Kelowna
103297,Hwy 33 W at Hollywood Rd N (WB),WB_Hwy 33 W_NS_Hollywood Rd N,49.889144,-119.398969,KEL,Kelowna Regional Transit System,Kelowna
103298,Dehart at Bartholomew (EB),EB_Dehart_FS_Bartholomew,49.826485,-119.47621,KEL,Kelowna Regional Transit System,Kelowna
103299,Ross at Cameron (EB),EB_Ross_NS_Cameron,49.86073,-119.583017,KEL,Kelowna Regional Transit System,West Kelowna
103300,Finns at Fitzpatrick (EB),EB_Finns_NS_Fitzpatrick,49.906542,-119.402494,KEL,Kelowna Regional Transit System,Kelowna
103301,Ross at Riffington (WB),WB_Ross_FS_Riffington,49.860858,-119.583887,KEL,Kelowna Regional Transit System,West Kelowna
103302,Boucherie at Sunnyside (EB),EB_Boucherie_FS_Sunnyside,49.843869,-119.565428,KEL,Kelowna Regional Transit System,West Kelowna
103303,Hollywood Rd S at Perry (SB),SB_Hollywood Rd S_FS_Perry,49.880836,-119.398297,KEL,Kelowna Regional Transit System,Kelowna
103304,Hollywood Rd S at Perry (NB),NB_Hollywood Rd S_NS_Perry,49.881174,-119.398153,KEL,Kelowna Regional Transit System,Kelowna
103305,Gordon at Balsam (SB),SB_Gordon_FS_Balsam,49.825025,-119.483286,KEL,Kelowna Regional Transit System,Kelowna
103306,Boucherie at Sunnyside (WB),WB_Boucherie_FS_Sunnyside,49.843655,-119.566086,KEL,Kelowna Regional Transit System,West Kelowna
103307,Hollywood Rd S at Juniper (SB),SB_Hollywood Rd S_FS_Juniper,49.877544,-119.398344,KEL,Kelowna Regional Transit System,Kelowna
103308,Hollywood Rd S at Juniper (NB),NB_Hollywood Rd S_NS_Juniper,49.877761,-119.398197,KEL,Kelowna Regional Transit System,Kelowna
103309,Hollywood Rd S at Wayne (SB),SB_Hollywood Rd S_NS_Wayne,49.875624,-119.398349,KEL,Kelowna Regional Transit System,Kelowna
103629,McIver at McRobbie (SB),SB_McIver_NS_McRobbie,49.846703,-119.665749,KEL,Kelowna Regional Transit System,West Kelowna
103630,Lower Glenrosa at Glenford (NB),NB_Lower Glenrosa_FS_Glenford,49.828181,-119.652822,KEL,Kelowna Regional Transit System,West Kelowna
103631,McLeod at McGinnis (NB),NB_McLeod_FS_McGinnis,49.843999,-119.665407,KEL,Kelowna Regional Transit System,West Kelowna
103632,Lower Glenrosa at Glen (NB),NB_Lower Glenrosa_FS_Glen,49.825008,-119.650767,KEL,Kelowna Regional Transit System,West Kelowna
103633,McGinnis at McGee (NB),NB_McGinnis_FS_McGee,49.84223,-119.664911,KEL,Kelowna Regional Transit System,West Kelowna
103634,McIver at Glenrosa (SB),SB_McIver_NS_Glenrosa,49.834321,-119.659782,KEL,Kelowna Regional Transit System,West Kelowna
103635,Glenrosa 2940 block (SB),SB_2940_block_Glenrosa,49.830309,-119.656224,KEL,Kelowna Regional Transit System,West Kelowna
103636,McLeod at McCoy (WB),WB_McLeod_NS_McCoy,49.845893,-119.667709,KEL,Kelowna Regional Transit System,West Kelowna
103637,Glenrosa at Glen Abbey (SB),SB_Glenrosa_FS_Glen Abbey,49.83202,-119.658592,KEL,Kelowna Regional Transit System,West Kelowna
103638,McLeod at Blue Jay (NB),NB_McLeod_NS_Blue Jay,49.847475,-119.669338,KEL,Kelowna Regional Transit System,West Kelowna
103639,Glenrosa at McIver Rd W (SB),SB_Glenrosa_NS_McIver Rd W,49.834634,-119.661814,KEL,Kelowna Regional Transit System,West Kelowna
103640,Glenrosa at Parkhurst (NB),NB_Glenrosa_NS_Parkhurst,49.836518,-119.663341,KEL,Kelowna Regional Transit System,West Kelowna
103641,Canary at Blue Jay (SB),SB_Canary_FS_Blue Jay,49.8487,-119.671648,KEL,Kelowna Regional Transit System,West Kelowna
103642,McGinnis at Liard (NB),NB_McGinnis_NS_Liard,49.838938,-119.666374,KEL,Kelowna Regional Transit System,West Kelowna
103643,Glenrosa at Dunfield (SB),SB_Glenrosa_NS_Dunfield,49.824202,-119.653762,KEL,Kelowna Regional Transit System,West Kelowna
103644,Gates at McMurchie (SB),SB_Gates_NS_McMurchie,49.844717,-119.670189,KEL,Kelowna Regional Transit System,West Kelowna
103421,Muir at McKenzie (NB),NB_Muir_FS_McKenzie,49.889732,-119.377319,KEL,Kelowna Regional Transit System,Kelowna
103422,East Boundary at Elk (NB),NB_East Boundary_FS_Elk,49.84047,-119.588959,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103423,Westridge at Blueridge (SB),SB_Westridge_FS_Blueridge,49.813675,-119.465249,KEL,Kelowna Regional Transit System,Kelowna
103424,Parkridge at Mission Ridge (NB),NB_Parkridge_NS_Mission Ridge,49.814995,-119.458034,KEL,Kelowna Regional Transit System,Kelowna
103425,Old Vernon at Acland (EB),EB_Old Vernon_FS_Acland,49.918132,-119.382871,KEL,Kelowna Regional Transit System,Kelowna
103426,Hardie at Hemlock (WB),WB_Hardie_NS_Hemlock,49.894896,-119.37682,KEL,Kelowna Regional Transit System,Kelowna
103427,East Boundary at Elk (SB),SB_East Boundary_NS_Elk,49.84023,-119.589097,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103428,Merrifield at Mugford (NB),NB_Merrifield_NS_Mugford,49.892329,-119.376139,KEL,Kelowna Regional Transit System,Kelowna
103429,Craig at Hartman (NB),NB_Craig_NS_Hartman,49.899468,-119.376964,KEL,Kelowna Regional Transit System,Kelowna
103430,McCurdy Rd E at Craig (WB),WB_McCurdy Rd E_FS_Craig,49.901846,-119.377511,KEL,Kelowna Regional Transit System,Kelowna
103432,Chute Lake at Barnaby (SB),SB_Chute Lake_FS_Barnaby,49.809697,-119.498252,KEL,Kelowna Regional Transit System,Kelowna
103433,McCulloch at Spaarpak (WB),WB_McCulloch_FS_Spaarpak,49.840104,-119.399671,KEL,Kelowna Regional Transit System,Kelowna
103436,McCulloch at Spaarpak (EB),EB_McCulloch_FS_Spaarpak,49.83993,-119.399007,KEL,Kelowna Regional Transit System,Kelowna
103439,Gordon 870 block (WB),WB_870_block_Gordon,49.80993,-119.471989,KEL,Kelowna Regional Transit System,Kelowna
103440,Parkridge at Appleridge (NB),NB_Parkridge_NS_Appleridge,49.812257,-119.456911,KEL,Kelowna Regional Transit System,Kelowna
103441,Westridge at Appleridge (SB),SB_Westridge_FS_Appleridge,49.810854,-119.463065,KEL,Kelowna Regional Transit System,Kelowna
103442,Quail 1970 block (WB),WB_1970_block_Quail,49.840721,-119.595133,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103444,Westridge 4780 block (SB),SB_4780_block_Westridge,49.809055,-119.461363,KEL,Kelowna Regional Transit System,Kelowna
103445,Chute Lake 4910 Block (SB),SB_4910_Block_Chute Lake,49.805968,-119.499581,KEL,Kelowna Regional Transit System,Kelowna
103446,Hwy 33 E at Toovey (SB),SB_Hwy 33 E_NS_Toovey,49.877488,-119.368776,KEL,Kelowna Regional Transit System,Kelowna
103447,Ridge Estates at Elk (NB),NB_Ridge Estates_FS_Elk,49.836245,-119.594786,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103448,Hwy 33 E at Toovey (NB),NB_Hwy 33 E_FS_Toovey,49.878831,-119.369317,KEL,Kelowna Regional Transit System,Kelowna
103450,Elk at Ridge Estates (WB),WB_Elk_FS_Ridge Estates,49.836285,-119.595877,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103451,Arbor View at Windsong (EB),EB_Arbor View_FS_Windsong,49.805778,-119.481249,KEL,Kelowna Regional Transit System,Kelowna
103452,Boucherie at Pritchard (EB),EB_Boucherie_FS_Pritchard,49.830937,-119.588283,KEL,Kelowna Regional Transit System,West Kelowna
103457,Okanagan College Exchange Bay C,Okanagan_College_Exchange_Bay_C,49.860921,-119.481202,KEL,Kelowna Regional Transit System,Kelowna
103458,McCulloch at McClain (EB),EB_McCulloch_NS_McClain,49.837954,-119.392915,KEL,Kelowna Regional Transit System,Kelowna
103459,Old Okanagan at Louie (EB),EB_Old Okanagan_FS_Louie,49.845491,-119.606403,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
103460,Pritchard 3800 block (SB),SB_3800_block_Pritchard,49.830583,-119.589016,KEL,Kelowna Regional Transit System,West Kelowna
103461,McCulloch at Lakevale (WB),WB_McCulloch_FS_Lakevale,49.837735,-119.391562,KEL,Kelowna Regional Transit System,Kelowna
103462,Old Okanagan at Louie (WB),WB_Old Okanagan_FS_Louie,49.845473,-119.607282,KEL,Kelowna Regional Transit System,Tsinstikeptum  9
